LEX_FUNC,KEYWORD,VALUE,KEYWORD_lemma,VALUE_lemma
AntiMagn,resumen,breve,resumen,breve
AntiMagn,equipaje,_ir ligero_,equipaje,_ir ligero_
AntiMagn,pasado,reciente,pasado,reciente
AntiMagn,paz,frágil,paz,frágil
AntiMagn,paz,precaria,paz,precaria
AntiMagn,personalidad,débil,personalidad,débil
AntiMagn,placer,pequeño,placer,pequeño
AntiMagn,poblado,escasamente,poblado,escasamente
AntiMagn,porción,pequeña,porción,pequeña
AntiMagn,perspectiva,cuestionable,perspectiva,cuestionable
AntiMagn,posibilidad,remota,posibilidad,remota
AntiMagn,alabanza,falsa,alabanza,falsa
AntiMagn,presión,baja,presión,baja
AntiMagn,precio,bajo,precio,bajo
AntiMagn,progreso,poco,progreso,poco
AntiMagn,castigo,leve,castigo,leve
AntiMagn,castigo,leve,castigo,leve
AntiMagn,calidad,baja,calidad,baja
AntiMagn,cantidad,pequeña,cantidad,pequeña
AntiMagn,lluvia,moderada,lluvia,moderada
AntiMagn,alcance,estrecho,alcance,estrecho
AntiMagn,rango,bajo,rango,bajo
AntiMagn,emparentado,lejanamente,emparentado,lejanamente
AntiMagn,pariente,lejano,pariente,lejano
AntiMagn,alivio,pequeño,alivio,pequeño
AntiMagn,requisito,pequeño,requisito,pequeño
AntiMagn,parecido,poco,parecido,poco
AntiMagn,resistencia,ligera,resistencia,ligera
AntiMagn,resistencia,poca,resistencia,poca
AntiMagn,respeto,poco,respeto,poco
AntiMagn,respuesta,débil,respuesta,débil
AntiMagn,revisar,brevemente,revisar,brevemente
AntiMagn,papel,pequeño,papel,pequeño
AntiMagn,seguridad,descuidada,seguridad,descuidada
AntiMagn,contratiempo,pequeño,contratiempo,pequeño
AntiMagn,chaparrón,ligero,chaparrón,ligero
AntiMagn,tamaño,pequeño,tamaño,pequeño
AntiMagn,esbozar,aproximadamente,esbozar,aproximadamente
AntiMagn,sueño,ligero,sueño,ligero
AntiMagn,sonrisa,débil,sonrisa,débil
AntiMagn,fumador,ocasional,fumador,ocasional
AntiMagn,nevada,ligera,nevada,ligera
AntiMagn,velocidad,baja,velocidad,baja
AntiMagn,norma,permisiva,norma,permisiva
AntiMagn,éxito,escaso,éxito,escaso
AntiMagn,éxito,poco,éxito,poco
AntiMagn,suministros,escasez,suministros,escasez
AntiMagn,gusto,mal,gusto,mal
AntiMagn,gusto,dudoso,gusto,dudoso
AntiMagn,té,suave,té,suave
AntiMagn,argumento,descafeinado,argumento,descafeinado
AntiMagn,temperatura,fría,temperatura,fría
AntiMagn,temperatura,fresca,temperatura,fresca
AntiMagn,temperatura,gélida,temperatura,gélida
AntiMagn,temperatura,baja,temperatura,baja
AntiMagn,hurto,pequeño,hurto,pequeño
AntiMagn,tráfico,poco,tráfico,poco
AntiMagn,entender,bien,entender,bien
AntiMagn,variedad,limitada,variedad,limitada
AntiMagn,variar,ligeramente,variar,ligeramente
AntiMagn,victoria,reñida,victoria,reñida
AntiMagn,violación,leve,violación,leve
AntiMagn,voz,débil,voz,débil
AntiMagn,bienvenida,cautelosa,bienvenida,cautelosa
AntiMagn,ganar,_por poco_,ganar,_por poco_
AntiMagn,viento,suave,viento,suave
AntiMagn,viento,ligero,viento,ligero
AntiMagn,herida,leve,herida,leve
AntiMagn,herida,leve,herida,leve
AntiMagn,herida,superficial,herida,superficial
AntiMagn,herido,levemente,herido,levemente
AntiReal1,oportunidad,perder,oportunidad,perder
AntiReal1,oportunidad,perder,oportunidad,perder
AntiReal1,objetivo,fallar,objetivo,fallar
AntiReal2,recurso,desestimar,recurso,desestimar
AntiReal2,solicitud,rechazar,solicitud,rechazar
AntiReal2,argumento,rechazar,argumento,rechazar
AntiReal2,ataque,_hacer retroceder_,ataque,_hacer retroceder_
AntiReal2,ataque,repeler,ataque,repeler
AntiReal2,ataque,defenderse,ataque,defenderse
AntiReal2,ataque,repeler,ataque,repeler
AntiReal2,ataque,frustrar,ataque,frustrar
AntiReal2,autoridad,desafiar,autoridad,desafiar
AntiReal2,autoridad,desafiar,autoridad,desafiar
AntiReal2,autoridad,negar,autoridad,negar
AntiReal2,autoridad,rechazar,autoridad,rechazar
AntiReal2,prohibición,ignorar,prohibición,ignorar
AntiReal2,bloqueo,sortear,bloqueo,sortear
AntiReal2,farol,desenmascarar,farol,desenmascarar
AntiReal2,frontera,cruzar,frontera,cruzar
AntiReal2,límite,sobrepasar,límite,sobrepasar
AntiReal2,buena,librarse,buena,librarse
AntiReal2,reto,superar,reto,superar
AntiReal2,queja,ignorar,queja,ignorar
AntiReal2,confianza,traicionar,confianza,traicionar
AntiReal2,restricción,_poner fin_,restricción,_poner fin_
AntiReal2,restricción,transgredir,restricción,transgredir
AntiReal2,crítica,rechazar,crítica,rechazar
AntiReal2,_servicio militar_,evadir,_servicio militar_,evadir
AntiReal2,examen,suspender,examen,suspender
AntiReal2,evidencia,negar,evidencia,negar
AntiReal2,hospitalidad,abusar,hospitalidad,abusar
AntiReal2,orden,desobedecer,orden,desobedecer
AntiReal2,orden,ignorar,orden,ignorar
AntiReal2,entrevista,_dar por terminada_,entrevista,_dar por terminada_
AntiReal2,invitación,declinar,invitación,declinar
AntiReal2,invitación,rehusar,invitación,rehusar
AntiReal2,invitación,rechazar,invitación,rechazar
AntiReal2,ley,desafiar,ley,desafiar
AntiReal2,ley,incumplir,ley,incumplir
AntiReal2,mentira,detectar,mentira,detectar
AntiReal2,amenaza,combatir,amenaza,combatir
AntiReal2,rendijas,escurrirse,rendijas,escurrirse
AntiReal2,obstáculo,eliminar,obstáculo,eliminar
AntiReal2,obstáculo,superar,obstáculo,superar
AntiReal2,ofrecimiento,declinar,ofrecimiento,declinar
AntiReal2,ofrecimiento,rechazar,ofrecimiento,rechazar
AntiReal2,orden,desobedecer,orden,desobedecer
AntiReal2,orden,ignorar,orden,ignorar
AntiReal2,orden,violar,orden,violar
AntiReal2,presión,ignorar,presión,ignorar
AntiReal2,cárcel,escapar,cárcel,escapar
AntiReal2,castigo,huir,castigo,huir
AntiReal2,solicitud,denegar,solicitud,denegar
AntiReal2,solicitud,rechazar,solicitud,rechazar
AntiReal2,derecho,infringir,derecho,infringir
AntiReal2,regla,romper,regla,romper
AntiReal2,norma,incumplir,norma,incumplir
AntiReal2,regla,infringir,regla,infringir
AntiReal2,escrutinio,escapar,escrutinio,escapar
AntiReal2,tentación,resistir,tentación,resistir
AntiReal2,prueba,fallar,prueba,fallar
AntiReal2,trampa,escapar,trampa,escapar
AntiReal2,ultimátum,desafiar,ultimátum,desafiar
AntiReal2,ultimátum,rechazar,ultimátum,rechazar
AntiReal2,veto,anular,veto,anular
AntiVer,acusación,infundada,acusación,infundada
AntiVer,acusación,falsa,acusación,falsa
AntiVer,acusación,infundada,acusación,infundada
AntiVer,acusación,infundada,acusación,infundada
AntiVer,acusar,falsamente,acusar,falsamente
AntiVer,acusar,injustamente,acusar,injustamente
AntiVer,agresión,provocada,agresión,provocada
AntiVer,acusación,infundada,acusación,infundada
AntiVer,respuesta,errónea,respuesta,errónea
AntiVer,respuesta,vaga,respuesta,vaga
AntiVer,respuesta,equivocada,respuesta,equivocada
AntiVer,argumento,falaz,argumento,falaz
AntiVer,argumento,inválido,argumento,inválido
AntiVer,arresto,ilegal,arresto,ilegal
AntiVer,ataque,gratuito,ataque,gratuito
AntiVer,ataque,provocado,ataque,provocado
AntiVer,intento,inútil,intento,inútil
AntiVer,intento,fallido,intento,fallido
AntiVer,intento,vano,intento,vano
AntiVer,intentar,_en vano_,intentar,_en vano_
AntiVer,comportamiento,inadecuado,comportamiento,inadecuado
AntiVer,comportamiento,inapropiado,comportamiento,inapropiado
AntiVer,creencia,errónea,creencia,errónea
AntiVer,creencia,falsa,creencia,falsa
AntiVer,creencia,incorrecta,creencia,incorrecta
AntiVer,creencia,equivocada,creencia,equivocada
AntiVer,bala,perdida,bala,perdida
AntiVer,elección,mala,elección,mala
AntiVer,elección,equivocada,elección,equivocada
AntiVer,declaración,infundada,declaración,infundada
AntiVer,declaración,corroborada,declaración,corroborada
AntiVer,declaración,confirmada,declaración,confirmada
AntiVer,competencia,desleal,competencia,desleal
AntiVer,competencia,malsana,competencia,malsana
AntiVer,preocupación,infundada,preocupación,infundada
AntiVer,conclusión,precipitada,conclusión,precipitada
AntiVer,condiciones,difíciles,condiciones,difíciles
AntiVer,condiciones,duras,condiciones,duras
AntiVer,cobertura,insuficiente,cobertura,insuficiente
AntiVer,crítica,destructiva,crítica,destructiva
AntiVer,crítica,hostil,crítica,hostil
AntiVer,crítica,injusta,crítica,injusta
AntiVer,criticar,injustamente,criticar,injustamente
AntiVer,muerte,prematura,muerte,prematura
AntiVer,muerte,violenta,muerte,violenta
AntiVer,decisión,apresurada,decisión,apresurada
AntiVer,definir,aproximadamente,definir,aproximadamente
AntiVer,descripción,imprecisa,descripción,imprecisa
AntiVer,documento,falsificado,documento,falsificado
AntiVer,perro,callejero,perro,callejero
AntiVer,sueño,imposible,sueño,imposible
AntiVer,esfuerzo,inútil,esfuerzo,inútil
AntiVer,esfuerzo,_en vano_,esfuerzo,_en vano_
AntiVer,escapar,_a duras penas_,escapar,_a duras penas_
AntiVer,escape,_por los pelos_,escape,_por los pelos_
AntiVer,escape,_de milagro_,escape,_de milagro_
AntiVer,escapar,_de milagro_,escapar,_de milagro_
AntiVer,evidencia,débil,evidencia,débil
AntiVer,evidencia,_poco fiable_,evidencia,_poco fiable_
AntiVer,ejemplo,mal,ejemplo,mal
AntiVer,grifo,con pérdidas,grifo,con pérdidas
AntiVer,miedo,infundado,miedo,infundado
AntiVer,amigo,_en las buenas_,amigo,_en las buenas_
AntiVer,amigo,falso,amigo,falso
AntiVer,invitado,inesperado,invitado,inesperado
AntiVer,salud,mala,salud,mala
AntiVer,salud,_en deterioro_,salud,_en deterioro_
AntiVer,salud,debilitada,salud,debilitada
AntiVer,salud,poca,salud,poca
AntiVer,salud,mala,salud,mala
AntiVer,corazón,enfermo,corazón,enfermo
AntiVer,corazón,débil,corazón,débil
AntiVer,esperanza,falsa,esperanza,falsa
AntiVer,esperanza,inútil,esperanza,inútil
AntiVer,esperanza,vana,esperanza,vana
AntiVer,humor,negro,humor,negro
AntiVer,humor,negro,humor,negro
AntiVer,información,inventada,información,inventada
AntiVer,rebelión,fallida,rebelión,fallida
AntiVer,interpretación,falsa,interpretación,falsa
AntiVer,criterio,mal,criterio,mal
AntiVer,aterrizaje,forzoso,aterrizaje,forzoso
AntiVer,aterrizaje,_de emergencia_,aterrizaje,_de emergencia_
AntiVer,aterrizaje,forzoso,aterrizaje,forzoso
AntiVer,aterrizaje,forzoso,aterrizaje,forzoso
AntiVer,risa,socarrona,risa,socarrona
AntiVer,risa,burlona,risa,burlona
AntiVer,mentira,evidente,mentira,evidente
AntiVer,mentira,descarada,mentira,descarada
AntiVer,matrimonio,_de conveniencia_,matrimonio,_de conveniencia_
AntiVer,mensaje,confuso,mensaje,confuso
AntiVer,error,estúpido,error,estúpido
AntiVer,moral,baja,moral,baja
AntiVer,movimiento,incómodo,movimiento,incómodo
AntiVer,noche,_sin dormir_,noche,_sin dormir_
AntiVer,noche,mala,noche,mala
AntiVer,nariz,moqueante,nariz,moqueante
AntiVer,nariz,taponada,nariz,taponada
AntiVer,promesa,vacía,promesa,vacía
AntiVer,promesa,falsa,promesa,falsa
AntiVer,promesa,incumplida,promesa,incumplida
AntiVer,promesa,sin valor,promesa,sin valor
AntiVer,pulso,débil,pulso,débil
AntiVer,castigo,injusto,castigo,injusto
AntiVer,rabia,impotente,rabia,impotente
AntiVer,camino,tortuoso,camino,tortuoso
AntiVer,camino,sinuoso,camino,sinuoso
AntiVer,carretera,serpenteante,carretera,serpenteante
AntiVer,sentido,amplio,sentido,amplio
AntiVer,vergüenza,falsa,vergüenza,falsa
AntiVer,situación,cambiante,situación,cambiante
AntiVer,situación,inestable,situación,inestable
AntiVer,situación,volátil,situación,volátil
AntiVer,solución,rápida,solución,rápida
AntiVer,solución,provisional,solución,provisional
AntiVer,conjetura,pura,conjetura,pura
AntiVer,cuento,chino,cuento,chino
AntiVer,habla,incoherente,habla,incoherente
AntiVer,teoría,insostenible,teoría,insostenible
AntiVer,amenaza,vacía,amenaza,vacía
AntiVer,amenaza,vacía,amenaza,vacía
AntiVer,amenaza,vacía,amenaza,vacía
AntiVer,comercio,ilegal,comercio,ilegal
AntiVer,opinión,tendenciosa,opinión,tendenciosa
AntiVer,palabra,vacía,palabra,vacía
Caus1Oper1,cargo,asumir,cargo,asumir
Caus2Func2,atención,llamar,atención,llamar
Caus2Func2,atención,atraer,atención,atraer
Caus2Func2,atención,obtener,atención,obtener
CausFact0,sangre,sacar,sangre,sacar
CausFact0,tanto,marcar,tanto,marcar
CausFact0,bomba,detonar,bomba,detonar
CausFact0,bomba,_hacer explotar_,bomba,_hacer explotar_
CausFact0,cheque,hacer,cheque,hacer
CausFact0,cheque,escribir,cheque,escribir
CausFact0,circuito,completar,circuito,completar
CausFact0,motor,arrancar,motor,arrancar
CausFact0,motor,encender,motor,encender
CausFact0,imaginación,capturar,imaginación,capturar
CausFact0,infección,_ser portador_,infección,_ser portador_
CausFact0,ley,ratificar,ley,ratificar
CausFact0,luz,apagar,luz,apagar
CausFact0,luz,encender,luz,encender
CausFact0,partido,arrancar,partido,arrancar
CausFact0,reunión,convocar,reunión,convocar
CausFact0,memoria,refrescar,memoria,refrescar
CausFact0,necesidad,satisfacer,necesidad,satisfacer
CausFact0,necesidad,satisfacer,necesidad,satisfacer
CausFact0,red,operar,red,operar
CausFact0,policía,desplegar,policía,desplegar
CausFact0,tienda,abrir,tienda,abrir
CausFact0,señal,transmitir,señal,transmitir
CausFact0,ánimo,levantar,ánimo,levantar
CausFact0,tienda,montar,tienda,montar
CausFact0,tienda,montar,tienda,montar
CausFunc0,acuerdo,llevar,acuerdo,llevar
CausFunc0,aviso,dar,aviso,dar
CausFunc0,enfado,suscitar,enfado,suscitar
CausFunc0,enfado,provocar,enfado,provocar
CausFunc0,enfado,desencadenar,enfado,desencadenar
CausFunc0,aspecto,dar,aspecto,dar
CausFunc0,equilibrio,alcanzar,equilibrio,alcanzar
CausFunc0,límites,establecer,límites,establecer
CausFunc0,puente,tender,puente,tender
CausFunc0,café,preparar,café,preparar
CausFunc0,condición,establecer,condición,establecer
CausFunc0,condición,plantear,condición,plantear
CausFunc0,conferencia,celebrar,conferencia,celebrar
CausFunc0,confianza,fortalecer,confianza,fortalecer
CausFunc0,consenso,llegar,consenso,llegar
CausFunc0,crisis,provocar,crisis,provocar
CausFunc0,multitud,atraer,multitud,atraer
CausFunc0,daño,hacer,daño,hacer
CausFunc0,fecha,fijar,fecha,fijar
CausFunc0,debate,desencadenar,debate,desencadenar
CausFunc0,problema,acarrear,problema,acarrear
CausFunc0,interrupción,provocar,interrupción,provocar
CausFunc0,efecto,surtir,efecto,surtir
CausFunc0,elecciones,celebrar,elecciones,celebrar
CausFunc0,emociones,suscitar,emociones,suscitar
CausFunc0,energía,liberar,energía,liberar
CausFunc0,prueba,presentar,prueba,presentar
CausFunc0,prueba,aportar,prueba,aportar
CausFunc0,prueba,descubrir,prueba,descubrir
CausFunc0,ejemplo,citar,ejemplo,citar
CausFunc0,ejemplo,dar,ejemplo,dar
CausFunc0,expectativas,aumentar,expectativas,aumentar
CausFunc0,muerte,causar,muerte,causar
CausFunc0,temores,aumentar,temores,aumentar
CausFunc0,pelea,desencadenar,pelea,desencadenar
CausFunc0,archivo,mantener,archivo,mantener
CausFunc0,hoguera,hacer,hoguera,hacer
CausFunc0,fuego,prender,fuego,prender
CausFunc0,fuego,encender,fuego,encender
CausFunc0,comida,preparar,comida,preparar
CausFunc0,base,sentar,base,sentar
CausFunc0,fruto,dar,fruto,dar
CausFunc0,fondos,recaudar,fondos,recaudar
CausFunc0,boquete,abrir,boquete,abrir
CausFunc0,ingresos,generar,ingresos,generar
CausFunc0,interés,despertar,interés,despertar
CausFunc0,orden,poner,orden,poner
CausFunc0,nexo,establecer,nexo,establecer
CausFunc0,lista,elaborar,lista,elaborar
CausFunc0,lista,hacer,lista,hacer
CausFunc0,reunión,convocar,reunión,convocar
CausFunc0,lío,montar,lío,montar
CausFunc0,mina,plantar,mina,plantar
CausFunc0,milagro,obrar,milagro,obrar
CausFunc0,milagro,obrar,milagro,obrar
CausFunc0,necesidad,crear,necesidad,crear
CausFunc0,objeción,poner,objeción,poner
CausFunc0,opción,abierta,opción,abierta
CausFunc0,orden,imponer,orden,imponer
CausFunc0,protesta,provocar,protesta,provocar
CausFunc0,indignación,causar,indignación,causar
CausFunc0,pánico,sembrar,pánico,sembrar
CausFunc0,paralelismo,establecer,paralelismo,establecer
CausFunc0,imagen,ofrecer,imagen,ofrecer
CausFunc0,posibilidad,plantear,posibilidad,plantear
CausFunc0,precedente,sentar,precedente,sentar
CausFunc0,_rueda de prensa_,celebrar,_rueda de prensa_,celebrar
CausFunc0,problema,ocasionar,problema,ocasionar
CausFunc0,problema,crear,problema,crear
CausFunc0,beneficio,obtener,beneficio,obtener
CausFunc0,beneficio,obtener,beneficio,obtener
CausFunc0,prueba,dar,prueba,dar
CausFunc0,protesta,provocar,protesta,provocar
CausFunc0,cuestión,plantear,cuestión,plantear
CausFunc0,pregunta,formular,pregunta,formular
CausFunc0,récord,batir,récord,batir
CausFunc0,_puesta en libertad_,asegurar,_puesta en libertad_,asegurar
CausFunc0,alivio,brindar,alivio,brindar
CausFunc0,resultado,obtener,resultado,obtener
CausFunc0,regla,establecer,regla,establecer
CausFunc0,plan,fijar,plan,fijar
CausFunc0,búsqueda,desencadenar,búsqueda,desencadenar
CausFunc0,conmoción,provocar,conmoción,provocar
CausFunc0,estupor,generar,estupor,generar
CausFunc0,ducha,darse,ducha,darse
CausFunc0,especulaciones,suscitar,especulaciones,suscitar
CausFunc0,camino,preparar,camino,preparar
CausFunc0,té,preparar,té,preparar
CausFunc0,término,acuñar,término,acuñar
CausFunc0,horario,fijar,horario,fijar
CausFunc0,mella,hacer,mella,hacer
CausFunc0,tónica,marcar,tónica,marcar
CausFunc0,torneo,celebrar,torneo,celebrar
CausFunc0,rastro,dejar,rastro,dejar
CausFunc0,víctima,cobrarse,víctima,cobrarse
CausFunc0,maravillas,hacer,maravillas,hacer
CausFunc1,anuncio,publicar,anuncio,publicar
CausFunc1,cita,pedir,cita,pedir
CausFunc1,_ojo morado_,dejar,_ojo morado_,dejar
CausFunc1,bajas,provocar,bajas,provocar
CausFunc1,catástrofe,traer,catástrofe,traer
CausFunc1,oportunidad,dar,oportunidad,dar
CausFunc1,cambio,producir,cambio,producir
CausFunc1,recelo,provocar,recelo,provocar
CausFunc1,confusión,sembrar,confusión,sembrar
CausFunc1,crédito,dar,crédito,dar
CausFunc1,acogida,dar,acogida,dar
CausFunc1,daño,hacer,daño,hacer
CausFunc1,daño,infligir,daño,infligir
CausFunc1,orientación,dar,orientación,dar
CausFunc1,fin,poner,fin,poner
CausFunc1,miedo,sembrar,miedo,sembrar
CausFunc1,miedo,infundir,miedo,infundir
CausFunc1,miedo,infundir,miedo,infundir
CausFunc1,fuego,prender,fuego,prender
CausFunc1,enfoque,dar,enfoque,dar
CausFunc1,hincapié,hacer,hincapié,hacer
CausFunc1,beca,otorgar,beca,otorgar
CausFunc1,beca,dar,beca,dar
CausFunc1,daño,hacer,daño,hacer
CausFunc1,odio,incitar,odio,incitar
CausFunc1,esperanza,avivar,esperanza,avivar
CausFunc1,esperanza,dar,esperanza,dar
CausFunc1,esperanza,inspirar,esperanza,inspirar
CausFunc1,esperanza,ofrecer,esperanza,ofrecer
CausFunc1,idea,dar,idea,dar
CausFunc1,importancia,conceder,importancia,conceder
CausFunc1,mejoras,traer,mejoras,traer
CausFunc1,herida,causar,herida,causar
CausFunc1,herida,infligir,herida,infligir
CausFunc1,inspiración,dar,inspiración,dar
CausFunc1,inspiración,ofrecer,inspiración,ofrecer
CausFunc1,interés,despertar,interés,despertar
CausFunc1,interés,suscitar,interés,suscitar
CausFunc1,alegría,dar,alegría,dar
CausFunc1,vida,insuflar,vida,insuflar
CausFunc1,límites,establecer,límites,establecer
CausFunc1,_ganarse la vida_,_a duras penas_,_ganarse la vida_,_a duras penas_
CausFunc1,pérdidas,causar,pérdidas,causar
CausFunc1,reunión,instar,reunión,instar
CausFunc1,dinero,traer,dinero,traer
CausFunc1,nombre,dar,nombre,dar
CausFunc1,nombre,poner,nombre,poner
CausFunc1,noticia,traer,noticia,traer
CausFunc1,noticia,contar,noticia,contar
CausFunc1,juramento,tomar,juramento,tomar
CausFunc1,objetivo,fijar,objetivo,fijar
CausFunc1,oportunidad,dar,oportunidad,dar
CausFunc1,clima sombrío,crear,clima sombrío,crear
CausFunc1,juego,poner,juego,poner
CausFunc1,popularidad,ganar,popularidad,ganar
CausFunc1,posibilidad,dar,posibilidad,dar
CausFunc1,poder,dar,poder,dar
CausFunc1,precedencia,dar,precedencia,dar
CausFunc1,importancia,dar,importancia,dar
CausFunc1,responsabilidad,dar,responsabilidad,dar
CausFunc1,responsabilidad,cargar,responsabilidad,cargar
CausFunc1,responsabilidad,consignar,responsabilidad,consignar
CausFunc1,derecho,dar,derecho,dar
CausFunc1,semilla,plantar,semilla,plantar
CausFunc1,nieve,dejar,nieve,dejar
CausFunc1,hechizo,lanzar,hechizo,lanzar
CausFunc1,tensión,poner,tensión,poner
CausFunc1,hincapié,hacer,hincapié,hacer
CausFunc1,sorpresa,dar,sorpresa,dar
CausFunc1,tarea,asignar,tarea,asignar
CausFunc1,problemas,dar,problemas,dar
CausFunc1,valor,fijar,valor,fijar
CausFunc2,acceso,dar,acceso,dar
CausFunc2,límite,poner,límite,poner
CausFunc2,oportunidad,brindar,oportunidad,brindar
CausOper1,a disposición,poner,a disposición,poner
CausOper1,_en marcha_,poner,_en marcha_,poner
CausOper1,práctica,poner,práctica,poner
CausPredMinus,capacidad,afectar,capacidad,afectar
CausPredMinus,capacidad,reducir,capacidad,reducir
CausPredMinus,abuso,detener,abuso,detener
CausPredMinus,ira,aplacar,ira,aplacar
CausPredMinus,_tensión arterial_,bajar,_tensión arterial_,bajar
CausPredMinus,_tensión arterial_,reducir,_tensión arterial_,reducir
CausPredMinus,presupuesto,recortar,presupuesto,recortar
CausPredMinus,carga,aliviar,carga,aliviar
CausPredMinus,preocupación,apaciguar,preocupación,apaciguar
CausPredMinus,preocupación,aliviar,preocupación,aliviar
CausPredMinus,confianza,minar,confianza,minar
CausPredMinus,confianza,debilitar,confianza,debilitar
CausPredMinus,coste,reducir,coste,reducir
