LEX_FUNC,KEYWORD,VALUE,KEYWORD_lemma,VALUE_lemma
CausOper1,_en piteux équipage_,mettre,_en piteux équipage_,mettre 
Oper1,_en vigueur_,être,_en vigueur_,être 
IncepOper1,_en vigueur_,entrer,_en vigueur_,entrer 
ContOper1,_en vigueur_,rester,_en vigueur_,rester 
ContOper1,_en vigueur_,demeurer,_en vigueur_,demeurer 
Magn,_en vouloir_,mortellement,_en vouloir_,mortellement
Magn,_en vouloir_,à mort,_en vouloir_,à mort
Magn,_faire défaut_,cruellement,_faire défaut_,cruellement
Magn,_faire état_,largement,_faire état_,largement
Magn,_faux pas_,majeur,_faux pas_,majeur
Oper1,_grève de la faim_,faire,_grève de la faim_,faire 
IncepOper1,_grève de la faim_,entamer,_grève de la faim_,entamer 
Oper1,_haut du pavé_,tenir,_haut du pavé_,tenir 
IncepOper1,_haut du pavé_,prendre,_haut du pavé_,prendre 
Pred,_la même chose_,_C’est blanc bonnet et bonnet blanc_,_la même chose_,_C’est blanc bonnet et bonnet blanc_
Oper1,_le coup de pied de l’âne_,allonger,_le coup de pied de l’âne_,allonger 
Oper1,_le coup de pied de l’âne_,donner,_le coup de pied de l’âne_,donner 
Oper2,_le coup de pied de l’âne_,recevoir,_le coup de pied de l’âne_,recevoir 
Oper1,_le coup de pied de l’âne_,asséner,_le coup de pied de l’âne_,asséner 
Real1,_lettres de créance_,remettre,_lettres de créance_,remettre
Real1,_lettres de créance_,présenter,_lettres de créance_,présenter
Real1,_main courante_,tenir,_main courante_,tenir 
CausOper1,_mal à l’aise_,mettre,_mal à l’aise_,mettre
Oper1,_mal au cœur_,avoir,_mal au cœur_,avoir 
Magn,_monter un bateau_,gros,_monter un bateau_,gros
Magn,_monter un bateau_,sacré,_monter un bateau_,sacré
Magn,_pendre au nez_,_comme deux ronds_,_pendre au nez_,_comme deux ronds_
Magn,_pendre au nez_,_comme un sifflet de deux (sous/ronds)_,_pendre au nez_,_comme un sifflet de deux (sous/ronds)_
Magn,_pendre au nez_,_comme deux ronds/sous_,_pendre au nez_,_comme deux ronds/sous_
Magn,_poignée de main_,ferme,_poignée de main_,ferme
Oper1,_poignée de main_,donner,_poignée de main_,donner 
Oper1,_premiers soins_,prodiguer,_premiers soins_,prodiguer 
Magn,_prendre une veste_,sacrée,_prendre une veste_,sacrée 
Oper1,_prise de sang_,faire,_prise de sang_,faire 
Oper1,_sous le coude_,avoir,_sous le coude_,avoir 
Oper1,_sur Aposs gardes_,être,_sur Aposs gardes_,être 
ContOper1,_sur Aposs gardes_,rester,_sur Aposs gardes_,rester 
CausOper1,_sur le qui-vive_,mettre,_sur le qui-vive_,mettre 
Oper1,_sur le qui-vive_,être,_sur le qui-vive_,être 
Magn,_tomber dans le panneau_,tout droit,_tomber dans le panneau_,tout droit
Magn,_un peu_,un petit peu,_un peu_,un petit peu
Magn,_un peu_,un tout petit peu,_un peu_,un tout petit peu
Oper2,_volée de bois verts_,recevoir,_volée de bois verts_,recevoir 
Oper1,_volée de bois verts_,donner,_volée de bois verts_,donner 
Func0,abaissement,a lieu,abaissement,a lieu
Oper1,abaissement,subir,abaissement,subir 
Func0,abaissement,se produit,abaissement,se produit
IncepOper1,abandon,_tomber en quenouille_,abandon,_tomber en quenouille_
IncepOper1,abandon,tomber,abandon,tomber 
Magn,abandon,complet,abandon,complet
Magn,abattre,comme un chien,abattre,comme un chien
Oper1,abcès,être atteint,abcès,être atteint 
LiquFunc0,abcès,crever,abcès,crever
LiquFunc0,abcès,ouvrir,abcès,ouvrir
IncepFunc0,abcès,se forme,abcès,se forme
Oper1,abcès,avoir,abcès,avoir 
LiquFunc0,abcès,percer,abcès,percer
IncepFunc0,abcès,naît,abcès,naît
LiquFunc0,abcès,vider,abcès,vider
Magn,abîme,sans fond,abîme,sans fond
IncepReal1,abîme,tomber,abîme,tomber
IncepReal1,abîme,glisser,abîme,glisser
Magn,abîme,infranchissable,abîme,infranchissable
CausFunc0,abîme,creuser,abîme,creuser 
Magn,abîmé,en bouillie,abîmé,en bouillie
Magn,abîmé,en compote,abîmé,en compote
Magn,abîmé,en capilotade,abîmé,en capilotade
Oper1,ablation,procéder,ablation,procéder 
Oper1,abordage,se lancer,abordage,se lancer 
Oper1,abordage,grimper,abordage,grimper 
Oper1,abordage,monter,abordage,monter 
Magn,abri,assuré,abri,assuré
Real2,abri,se tenir,abri,se tenir
Real2,abri,se terrer,abri,se terrer
Magn,abri,imprenable,abri,imprenable
Magn,abri,inviolable,abri,inviolable
Magn,abri,invulnérable,abri,invulnérable
AntiMagn,abri,précaire,abri,précaire
Magn,abri,sûr,abri,sûr
Real2,abri,se cacher,abri,se cacher
Magn,abri,inexpugnable,abri,inexpugnable
Magn,absence,totale,absence,totale
Oper1,absolution,donner,absolution,donner 
Oper1,absolution,accorder,absolution,accorder 
Oper1,abstinence,pratiquer,abstinence,pratiquer 
Oper1,abstraction,faire,abstraction,faire 
Magn,abus,criant,abus,criant
Oper1,abus,commettre,abus,commettre 
Magn,abus,grave,abus,grave
AntiMagn,abus,léger,abus,léger
IncepOper1,Académie,entrer,Académie,entrer 
Magn,accablement,profond,accablement,profond
IncepOper1,accablement,tomber,accablement,tomber 
Magn,accablement,immense,accablement,immense
AntiReal1,accablement,vaincre,accablement,vaincre 
Oper1,accablement,secouer,accablement,secouer 
Oper1,accablement,être en proie,accablement,être en proie 
Func1,accablement,pèse,accablement,pèse 
LiquFunc0,accalmie,briser,accalmie,briser 
Oper1,accalmie,connaître,accalmie,connaître 
Magn,accélérer,avoir le pied au plancher,accélérer,avoir le pied au plancher
Magn,accélérer,mettre le pied sur le plancher,accélérer,mettre le pied sur le plancher
Magn,accent,_à couper au couteau_,accent,_à couper au couteau_
FinOper1,accent,perdre,accent,perdre
Magn,accent,fort,accent,fort
Magn,accent,marqué,accent,marqué
Func1,accent,frappe,accent,frappe 
Func1,accent,se trouve,accent,se trouve 
Func1,accent,tombe,accent,tombe 
Oper1,accent,avoir,accent,avoir 
CausFunc1,accent,placer,accent,placer 
CausFunc1,accent,mettre,accent,mettre 
AntiMagn,accent,léger,accent,léger
IncepOper1,accent,prendre,accent,prendre 
Magn,acceptation,entière,acceptation,entière
Magn,acceptation,totale,acceptation,totale
Magn,accepter,avec joie,accepter,avec joie
AntiMagn,accepter,difficilement,accepter,difficilement
Magn,accepter,avec empressement,accepter,avec empressement
Magn,accepter,de plein gré,accepter,de plein gré
Magn,accepter,avec plaisir,accepter,avec plaisir
CausFunc1,accès,donner,accès,donner 
Oper1,accès,avoir,accès,avoir 
CausFunc1,accès,ouvrir,accès,ouvrir 
CausFunc0,accident,causer,accident,causer 
Magn,accident,mortel,accident,mortel
Func0,accident,se produit,accident,se produit
Oper1,accident,avoir,accident,avoir 
AntiMagn,accident,mineur,accident,mineur
Func0,accident,survient,accident,survient
CausFunc0,accident,provoquer,accident,provoquer 
Magn,accident,grave,accident,grave
AntiMagn,accident,léger,accident,léger
Oper1,accolade,donner,accolade,donner 
Oper2,accolade,recevoir,accolade,recevoir 
Bon,accord,satisfaisant,accord,satisfaisant
Oper1,accord,être,accord,être 
CausOper1,accord,mettre,accord,mettre 
IncepOper1,accord,parvenir,accord,parvenir 
IncepOper1,accord,trouver,accord,trouver 
Oper1,accord,donner,accord,donner 
IncepFunc0,accord,intervient,accord,intervient 
IncepOper1,accord,arriver,accord,arriver 
AntiBon,accordéon,flonflon,accordéon,flonflon
AntiMagn,accro,léger,accro,léger
Real2,accro,accrocher,accro,accrocher
Magn,accueil,empressé,accueil,empressé
AntiMagn,accueil,frais,accueil,frais
AntiMagn,accueil,froid,accueil,froid
Magn,accueil,enthousiaste,accueil,enthousiaste
Magn,accueil,exceptionnel,accueil,exceptionnel
Bon,accueil,bon,accueil,bon
Bon,accueil,favorable,accueil,favorable
Oper2,accueil,trouver,accueil,trouver 
Magn,accueil,cordial,accueil,cordial
Magn,accueil,affable,accueil,affable
AntiBon,accueil,_soupe à la grimace_,accueil,_soupe à la grimace_
AntiMagn,accueil,glacial,accueil,glacial
Oper2,accueil,obtenir,accueil,obtenir 
Magn,accueil,charmant,accueil,charmant
AntiMagn,accueil,rébarbatif,accueil,rébarbatif
Oper1,accueil,faire,accueil,faire 
Oper2,accueil,rencontrer,accueil,rencontrer 
Magn,accueil,mémorable,accueil,mémorable
Magn,accueil,aimable,accueil,aimable
Oper1,accueil,ménager,accueil,ménager 
Oper2,accueil,recevoir,accueil,recevoir 
Oper1,accueil,réserver,accueil,réserver 
Magn,accueil,émouvant,accueil,émouvant
Magn,accueil,grandiose,accueil,grandiose
Magn,accueil,inoubliable,accueil,inoubliable
Magn,accueil,chaleureux,accueil,chaleureux
Magn,accueil,bon,accueil,bon
Magn,accueillir,"à bras ouverts
",accueillir,"à bras ouverts
"
Oper2,accusation,_être en butte_,accusation,_être en butte_ 
Labor12,accusation,mettre,accusation,mettre 
Oper2,accusation,_faire face_,accusation,_faire face_ 
Func2,accusation,retombe,accusation,retombe 
AntiVer,accusation,fausse,accusation,fausse
AntiVer,accusation,mensongère,accusation,mensongère
Oper1,accusation,déposer,accusation,déposer 
Ver,accusation,fondée,accusation,fondée
Oper1,accusation,lancer,accusation,lancer 
Oper1,accusation,porter,accusation,porter 
Oper1,accusation,formuler,accusation,formuler 
Func2,accusation,pèse,accusation,pèse 
AntiReal2,accusation,rejeter,accusation,rejeter 
Real1,accusation,étayer,accusation,étayer 
AntiVer,accusation,infondée,accusation,infondée
AntiVer,accusation,sans fondement,accusation,sans fondement
Magn,achat,important,achat,important
Oper1,achat,faire,achat,faire 
AntiMagn,achat,menu,achat,menu
Magn,acide,fort,acide,fort
Oper1,acquiescement,donner,acquiescement,donner 
Oper2,acquittement,faire l’objet,acquittement,faire l’objet 
Oper2,acquittement,bénéficier,acquittement,bénéficier 
Oper1,acquittement,prononcer,acquittement,prononcer 
Oper1,action,exercer,action,exercer 
Oper1,action,accomplir,action,accomplir 
IncepOper1,action,entrer,action,entrer 
IncepOper1,action,entreprendre,action,entreprendre 
IncepOper1,action,passer,action,passer 
Oper1,action,faire,action,faire 
Oper1,activité,être,activité,être 
FinOper1,activité,cesser,activité,cesser
Oper1,activité,déployer,activité,déployer 
Magn,activité,fiévreuse,activité,fiévreuse
Magn,activité,vertigineuse,activité,vertigineuse
Oper1,activité,avoir,activité,avoir 
Magn,activité,intense,activité,intense
Oper1,activité,pratiquer,activité,pratiquer 
Func0,activité,règne,activité,règne 
Func0,activité,se déroule,activité,se déroule 
Oper1,activité,exercer,activité,exercer 
Magn,actualité,brûlante,actualité,brûlante
Magn,addition,lourde,addition,lourde
Real3,addition,payer,addition,payer
Real3,addition,régler,addition,régler
AntiMagn,addition,légère,addition,légère
Magn,addition,salée,addition,salée
Magn,adhérer,opiner du bonnet,adhérer,opiner du bonnet
Oper1,adieu,dire,adieu,dire 
Oper1,adieu,faire,adieu,faire 
Oper1,administration,appartenir,administration,appartenir 
CausFunc1,administration,confier,administration,confier 
Oper1,admiration,être,admiration,être 
IncepOper1,admiration,tomber,admiration,tomber 
Oper2,admiration,être l’objet,admiration,être l’objet 
Oper2,admiration,provoquer,admiration,provoquer 
Oper2,admiration,forcer,admiration,forcer 
Magn,admiration,profonde,admiration,profonde
Oper2,admiration,susciter,admiration,susciter 
Oper1,admiration,éprouver,admiration,éprouver 
Oper1,admiration,ressentir,admiration,ressentir 
Magn,admiration,grande,admiration,grande
Magn,admiration,vive,admiration,vive
Oper1,admiration,avoir,admiration,avoir 
Oper2,admiration,inspirer,admiration,inspirer 
Oper1,admiration,vouer,admiration,vouer 
Magn,admiration,la plus grande,admiration,la plus grande
Oper2,admiration,emporter,admiration,emporter 
AntiMagn,admonestation,feutrée,admonestation,feutrée
Oper1,admonestation,élever,admonestation,élever 
Magn,"adonner, s’",à cœur-joie,"adonner, s’",à cœur-joie
Magn,adresse,admirable,adresse,admirable
Magn,adresse,grande,adresse,grande
Magn,adresse,incroyable,adresse,incroyable
Magn,adresse,merveilleuse,adresse,merveilleuse
Magn,adresse,rare,adresse,rare
Oper1,adresse,jouer,adresse,jouer 
Oper1,adresse,user,adresse,user 
Oper1,adultère,commetre,adultère,commetre 
Magn,adversaire,farouche,adversaire,farouche
Locin,aéroport,à,aéroport,à 
Magn,affaire,grosse,affaire,grosse
Magn,affaire,mince,affaire,mince
Oper1,affaires,conduire,affaires,conduire 
Magn,affecter,_au plus haut point_,affecter,_au plus haut point_
CausFunc0,affection,susciter,affection,susciter 
Oper1,affection,porter,affection,porter 
Magn,affection,grande,affection,grande
Labor12,affection,avoir,affection,avoir 
Fact0,affiche,annonce,affiche,annonce
LiquFunc0,affiche,arracher,affiche,arracher
CausFunc0,affiche,poser,affiche,poser 
Fact0,affiche,proclame,affiche,proclame
LiquFunc0,afflux,endiguer,afflux,endiguer
Magn,affront,cruel,affront,cruel
Magn,affront,cuisant,affront,cuisant
Oper2,affront,éprouver,affront,éprouver
Oper1,affront,faire,affront,faire
Magn,affront,vif,affront,vif
Oper2,affront,ressentir,affront,ressentir
Magn,affront,grand,affront,grand
Oper1,affront,infliger,affront,infliger
Oper2,affront,essuyer,affront,essuyer
Oper2,affront,subir,affront,subir 
IncepOper1,affrontement,_croiser le fer_,affrontement,_croiser le fer_
IncepOper1,affrontement,_engager le fer_,affrontement,_engager le fer_
Oper1,affrontement,mener,affrontement,mener
Func1,affrontement,oppose,affrontement,oppose 
Magn,affrontement,violent,affrontement,violent
Oper1,âge,avoir,âge,avoir
Magn,âge,avancé,âge,avancé
Oper1,âge,avoir,âge,avoir
Magn,âge,mûr,âge,mûr
Magn,âge,mathusalémien,âge,mathusalémien
Magn,âge,grand,âge,grand
IncepOper1,âge,atteindre,âge,atteindre 
Magn,âge,respectable,âge,respectable
AntiMagn,âge,tendre,âge,tendre
Magn,âge,vénérable,âge,vénérable
AntiMagn,âge,bas,âge,bas
Fact0,agence de presse,annonce,agence de presse,annonce
Fact0,agence de presse,rapporte,agence de presse,rapporte
Fact0,agence de presse,indique,agence de presse,indique
CausFunc1,agenda,inscrire,agenda,inscrire 
Magn,agile,_comme un lièvre_,agile,_comme un lièvre_
Magn,agile,_comme un singe_,agile,_comme un singe_
Magn,agir,ne pas y aller de main morte,agir,ne pas y aller de main morte
Magn,agir,ne pas y aller avec le dos de la cuillère,agir,ne pas y aller avec le dos de la cuillère 
Magn,"agiter, s’",comme un démon,"agiter, s’",comme un démon
Magn,"agiter, s’",comme un diable,"agiter, s’",comme un diable
Magn,"agiter, s’",comme un diable dans un bénitier,"agiter, s’",comme un diable dans un bénitier
Oper1,agrément,donner,agrément,donner
AntiReal2,agression,répousser,agression,répousser 
Oper1,agression,commettre,agression,commettre 
Oper1,agression,commettre,agression,commettre
LiquFunc0,agression,stopper,agression,stopper 
LiquFunc0,agression,arrêter,agression,arrêter 
Oper1,aide,bénéficier,aide,bénéficier 
Oper1,aide,porter,aide,porter 
Labor12,aide,venir,aide,venir 
Func1,aide,vient,aide,vient
Func1,aide,provient,aide,provient
Oper1,aide,donner,aide,donner 
Oper1,aide,accorder,aide,accorder 
Oper1,aide,octroyer,aide,octroyer 
Oper1,aide,prêter,aide,prêter 
Oper1,aide,fournir,aide,fournir 
Func1,aide,parvient,aide,parvient
Oper2,aide,recevoir,aide,recevoir 
Son,aigle,trompette,aigle,trompette
Magn,aimer,_à la folie_,aimer,_à la folie_
Magn,aimer,_à perdre la raison_,aimer,_à perdre la raison_
Magn,aimer,éperdument,aimer,éperdument
Magn,aimer,passionément,aimer,passionément
Ver,aimer,d’amour,aimer,d’amour
Magn,air,grand,air,grand
ContOper1,air,conserver,air,conserver
FinOper1,air,perdre,air,perdre
Oper1,air,avoir,air,avoir 
Caus1Oper1,air,prendre,air,prendre 
AntiVer,air,emprunté,air,emprunté
CausFunc1,air,donner,air,donner 
IncepOper1,air,prendre,air,prendre 
Oper1,air,montrer,air,montrer 
Real1,air,prendre,air,prendre 
Oper1,aisance,jouir,aisance,jouir 
Oper1,aisance,avoir,aisance,avoir 
Oper1,aisance,posséder,aisance,posséder 
Oper1,alarme,jeter,alarme,jeter
Magn,alarme,vive,alarme,vive
Oper1,alarme,donner,alarme,donner
Oper1,alarme,sonner,alarme,sonner
Oper1,alarme,tirer,alarme,tirer
Oper1,alarme,tirer,alarme,tirer
Magn,alarme,chaude,alarme,chaude
IncepReal1,alcool,sombrer,alcool,sombrer
Pred,alcoolique,boire,alcoolique,boire
CausOper1,alerte,tenir,alerte,tenir
Magn,alerte,chaude,alerte,chaude
Oper1,alerte,lancer,alerte,lancer
Magn,alerte,permanente,alerte,permanente
CausOper1,alerte,placer,alerte,placer
CausFunc0,alerte,donner,alerte,donner 
CausFunc0,alerte,déclencher,alerte,déclencher 
Magn,alerte,rouge,alerte,rouge
Magn,alibi,en beton,alibi,en beton
Ver,alibi,exact,alibi,exact
AntiVer,alibi,faux,alibi,faux
Oper1,alibi,avoir,alibi,avoir
Magn,alibi,irréfutable,alibi,irréfutable
CausFunc1,alibi,fournir,alibi,fournir 
Magn,alibi,incontestable,alibi,incontestable
AntiBon,Allemand,boche,Allemand,boche
AntiBon,Allemand,Frisé,Allemand,Frisé
AntiBon,Allemand,Fridolin,Allemand,Fridolin
Magn,aller,à ravir,aller,à ravir
Magn,aller,comme un gant,aller,comme un gant
Magn,aller,à merveille,aller,à merveille
Magn,aller à cheval,à franc étrier,aller à cheval,à franc étrier
Oper1,allergie,avoir,allergie,avoir
Oper1,allergie,faire,allergie,faire
Oper1,allocution,prononcer,allocution,prononcer
Oper1,allocution,faire,allocution,faire
IncepOper1,allure,adopter,allure,adopter 
Oper1,allusion,lancer,allusion,lancer
Oper1,allusion,faire,allusion,faire
Oper1,allusion,faire,allusion,faire
Ver,allusion,discrète,allusion,discrète
Ver,allusion,voilée,allusion,voilée
IncepFunc1,altercation,éclate,altercation,éclate
Func1,altercation verbale,oppose,altercation verbale,oppose 
Magn,altitude,haute,altitude,haute
AntiMagn,altitude,basse,altitude,basse
Bon,amant,bon,amant,bon
Oper2,amant,avoir,amant,avoir 
AntiBon,amant,piètre,amant,piètre
LiquFunc0,ambiguïté,lever,ambiguïté,lever 
Magn,ambition,dévorante,ambition,dévorante
Magn,ambition,grande,ambition,grande
Labor12,ambition,avoir,ambition,avoir 
Oper1,ambition,avoir,ambition,avoir
Magn,ambition,insatiable,ambition,insatiable
AntiMagn,ambition,modeste,ambition,modeste
Oper1,ambition,nourrir,ambition,nourrir
AntiVer,ambition,démesurée,ambition,démesurée
Oper1,amélioration,apporter,amélioration,apporter 
Oper2,amélioration,connaître,amélioration,connaître
Func2,amende,être prononcée,amende,être prononcée 
Oper2,amende,avoir,amende,avoir 
Oper2,amende,prendre,amende,prendre 
Oper2,amende,recevoir,amende,recevoir 
Magn,amende,lourde,amende,lourde
Oper1,amende,donner,amende,donner 
Oper1,amende,imposer,amende,imposer 
Oper2,amende,encourir,amende,encourir 
Labor12,amende,frapper,amende,frapper 
Oper2,amende,écoper,amende,écoper 
Oper1,amende,coller,amende,coller 
Magn,amende,forte,amende,forte
Magn,amende,considérable,amende,considérable
Magn,amer,comme chicotin,amer,comme chicotin
AntiBon,Américain,Amerloque,Américain,Amerloque
AntiBon,Américain,Yankee,Américain,Yankee
AntiBon,Américain,Ricain,Américain,Ricain
Magn,amertume,profonde,amertume,profonde
Magn,ami,(très) proche,ami,(très) proche
Magn,ami,_de cœur_,ami,_de cœur_
Magn,ami,meilleur,ami,meilleur
Magn,ami,intime,ami,intime
IncepOper1,ami,se faire,ami,se faire 
Ver,ami,sûr,ami,sûr
Ver,ami,véritable,ami,véritable
Ver,ami,fidèle,ami,fidèle
Magn,amis,inséparables,amis,inséparables
IncepOper1,amitié,se prendre,amitié,se prendre 
Oper1,amitié,porter,amitié,porter 
LiquFunc0,amitié,briser,amitié,briser 
Magn,amitié,indéfectible,amitié,indéfectible
Magn,amnistie,générale,amnistie,générale
Oper1,amnistie,accorder,amnistie,accorder 
Magn,amour,fou,amour,fou
Magn,amour,ardent,amour,ardent
Magn,amour,passionné,amour,passionné
Magn,amour,effréné,amour,effréné
Pred,amoureux,_en pincer_,amoureux,_en pincer_
Pred,amoureux,craquer,amoureux,craquer
Real1,amour-propre,_boire du petit-lait_,amour-propre,_boire du petit-lait_
IncepOper1,ampleur,prendre,ampleur,prendre 
Magn,ampleur,grande,ampleur,grande
Oper1,ampleur,avoir,ampleur,avoir 
AntiVer,analogie,inepte,analogie,inepte
Oper1,analyse,mener,analyse,mener 
Bon,analyse,lucide,analyse,lucide
Func1,analyse,provient,analyse,provient
Func2,analyse,porte,analyse,porte 
IncepOper1,analyse,procéder,analyse,procéder 
Magn,analyse,détaillée,analyse,détaillée
Magn,analyse,fine,analyse,fine
Magn,analyse,poussée,analyse,poussée
Magn,analyse,profonde,analyse,profonde
Oper1,analyse,pratiquer,analyse,pratiquer 
Oper1,analyse,effectuer,analyse,effectuer 
Magn,analyse,pénétrante,analyse,pénétrante
AntiReal2,analyse,résister,analyse,résister 
Labor12,analyse,soumettre,analyse,soumettre 
Magn,analyse,méticuleuse,analyse,méticuleuse
Oper1,analyse,faire,analyse,faire 
Oper2,analyse,subir,analyse,subir 
Real1,ancre,jeter,ancre,jeter 
Real1,ancre,mouiller,ancre,mouiller 
AntiReal1,ancre,lever,ancre,lever 
Magn,ancré,profondément,ancré,profondément
Magn,âne,bâté,âne,bâté
Son,âne,brait,âne,brait
AntiBon,Anglais,angliche,Anglais,angliche
AntiBon,Anglais,rosbif,Anglais,rosbif
Oper1,angle,faire,angle,faire 
IncepFunc1,angoisse,prend,angoisse,prend
IncepFunc1,angoisse,saisit,angoisse,saisit
Magn,anneau,lourd,anneau,lourd
Locin,Antiquité,dans,Antiquité,dans 
IncepOper1,apogée,trouver,apogée,trouver 
IncepOper1,apogée,atteindre,apogée,atteindre 
Magn,apologiste,éhonté,apologiste,éhonté
Magn,apothéose,triomphante,apothéose,triomphante
AntiVer,apparence,trompeuse,apparence,trompeuse
Real1,appartement,occuper,appartement,occuper 
Func1,appel,vient,appel,vient
Real2,appel,entendre,appel,entendre
Oper1,appel,faire,appel,faire 
Oper1,appel,faire,appel,faire 
Oper1,appel,faire,appel,faire 
Magn,appel,pathétique,appel,pathétique
Oper1,appel,lancer,appel,lancer 
Oper1,appel,interjeter,appel,interjeter 
Labor12,appel,porter,appel,porter 
Fact0,appel,aboutit,appel,aboutit
AntiVer,appeler,malencontreusement,appeler,malencontreusement
Magn,appeler,avec flamme,appeler,avec flamme
AntiReal2,appeler,Ça ne répond pas,appeler,Ça ne répond pas
Magn,appetit,féroce,appetit,féroce
CausFunc0,appetit,ouvrir,appetit,ouvrir 
AntiMagn,appetit,d'oiseau,appetit,d'oiseau
Magn,appetit,d'ogre,appetit,d'ogre
LiquFunc0,appetit,couper,appetit,couper 
Magn,appetit,vorace,appetit,vorace
Magn,applaudir,_des deux mains_,applaudir,_des deux mains_
Magn,applaudir,ovationner,applaudir,ovationner
Magn,applaudir,bruyamment,applaudir,bruyamment
AntiMagn,applaudir,mollement,applaudir,mollement
Magn,applaudir,vivement,applaudir,vivement
Magn,applaudir,_à tout rompre_,applaudir,_à tout rompre_
Oper2,applaudissements,recueillir,applaudissements,recueillir 
Magn,applaudissements,frénétiques,applaudissements,frénétiques
AntiMagn,applaudissements,maigres,applaudissements,maigres
Magn,applaudissements,nombreux,applaudissements,nombreux
Magn,applaudissements,forts,applaudissements,forts
Magn,applaudissements,nourris,applaudissements,nourris
Son,applaudissements,retentissent,applaudissements,retentissent
AntiMagn,applaudissements,rares,applaudissements,rares
AntiMagn,applaudissements,clairsemés,applaudissements,clairsemés
AntiMagn,applaudissements,quelques,applaudissements,quelques
Son,applaudissements,sonnent,applaudissements,sonnent
Magn,applaudissements,_à tout rompre_,applaudissements,_à tout rompre_
Oper1,application,faire,application,faire 
Labor12,application,mettre,application,mettre 
Oper1,appréciation,faire,appréciation,faire 
Magn,apprécier,grandement,apprécier,grandement
Caus1Oper1,apprenti,se placer,apprenti,se placer 
Oper1,apprentissage,faire,apprentissage,faire 
Magn,approbation,ardente,approbation,ardente
Caus1Oper1,approche,adopter,approche,adopter
Magn,"approcher, s’",à grands pas,"approcher, s’",à grands pas
Magn,approuver,complètement,approuver,complètement
Magn,approuver,tout à fait,approuver,tout à fait
Magn,approuver,plébisciter,approuver,plébisciter
Magn,appui,total,appui,total
Magn,appui,sans réserve,appui,sans réserve
Oper1,appui,apporter,appui,apporter 
Oper2,appui,avoir,appui,avoir 
Oper1,appui,prendre,appui,prendre 
Oper1,appui,apporter,appui,apporter 
Oper1,appui,donner,appui,donner 
Oper1,appui,accorder,appui,accorder 
Ver,appui,fidèle,appui,fidèle
Oper2,appui,recevoir,appui,recevoir 
Magn,appuyer,fortement,appuyer,fortement
Magn,appuyer,sans réserve,appuyer,sans réserve
AntiBon,Arabe,bougnoule,Arabe,bougnoule
AntiBon,Arabe,Bicot,Arabe,Bicot
IncepReal1,arène,entrer,arène,entrer 
Locin,arène,dans,arène,dans 
Real2,argument,accepter,argument,accepter
Real2,argument,se rendre,argument,se rendre
Magn,argument,péremptoire,argument,péremptoire
Magn,argument,irréfutable,argument,irréfutable
Magn,argument,probant,argument,probant
Ver,argument,convaincant,argument,convaincant 
Magn,argument,décisif,argument,décisif
AntiVer,argument,spécieux,argument,spécieux
Oper1,argument,apporter,argument,apporter 
AntiVer,argument,caduc,argument,caduc
Labreal12,argument,convaincre,argument,convaincre
Oper1,argument,avancer,argument,avancer 
LiquFunc0,argument,réduire [...] au néant,argument,réduire [...] au néant
AntiReal2,argument,rejeter,argument,rejeter 
Magn,argument,massue,argument,massue
Magn,argument,frappant,argument,frappant
Ver,argument,valide,argument,valide 
